ProductName,ProductCode,ProductCodeType,AverageStar,Description,Reviewer,Review,ReviewStar,ReviewDate 
"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14” Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",B07P4QM4XS,ASIN,4.0,"Creativity. Style. Innovation. These are the qualities that define the elegant new ZenBook 14. Everything in this super-compact masterpiece is designed to give you the freedom to discover your creative vision, including the stunning slim-bezel NanoEdge display with its 86% screen-to-body ratio. You'll appreciate not only the tremendous power within and the thoughtful attention to detail — such as the exclusive ErgoLift hinge— but also the timeless beauty of the design, with its sophisticated utopia Blue finish enhanced by the stylish silver trim panel. Zenbook 14 Meets the ultra-demanding MIL-STD-810G military standard for reliability and durability, undergoing a punishing test regime that includes extended tests for operation in harsh environments including extreme altitudes, temperatures and humidity. To create the astounding quad-speaker sound System in zenbook 14, The ASUS Golden ear team worked with renowned home and automotive audio experts harmon Kardon. Two bass speakers and two high-frequency speakers deliver smooth, clear and powerful full-range sound, while Smart amplifier technology prevents distortion And speaker damage at high volumes. Together with ASUS SonicMaster technology — a combination of hardware and software fine-tuning — The results are truly astonishing.",Traderfjp,I've been a long time Zenbook fan and have owned two Zenbooks over the last several years. These older units were really nice for the day.  They had a beautiful aluminum case and were super thin.  Battery life was descent.,3.0,"March 27, 2019"
"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14” Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",B07P4QM4XS,ASIN,4.0,"Creativity. Style. Innovation. These are the qualities that define the elegant new ZenBook 14. Everything in this super-compact masterpiece is designed to give you the freedom to discover your creative vision, including the stunning slim-bezel NanoEdge display with its 86% screen-to-body ratio. You'll appreciate not only the tremendous power within and the thoughtful attention to detail — such as the exclusive ErgoLift hinge— but also the timeless beauty of the design, with its sophisticated utopia Blue finish enhanced by the stylish silver trim panel. Zenbook 14 Meets the ultra-demanding MIL-STD-810G military standard for reliability and durability, undergoing a punishing test regime that includes extended tests for operation in harsh environments including extreme altitudes, temperatures and humidity. To create the astounding quad-speaker sound System in zenbook 14, The ASUS Golden ear team worked with renowned home and automotive audio experts harmon Kardon. Two bass speakers and two high-frequency speakers deliver smooth, clear and powerful full-range sound, while Smart amplifier technology prevents distortion And speaker damage at high volumes. Together with ASUS SonicMaster technology — a combination of hardware and software fine-tuning — The results are truly astonishing.",Mr. Goodwill,"I bought this for my wife since her 8-year old Macbook Air has been getting old and feeling slow now. I didn't want to pay again more than $1000 for a laptop. All she needs is MSOffice and Chrome, it doesn't matter if it is MacOS or Windows. I wanted a laptop with comparable quality and good looks at a lower price. So in the end, ASUS Zenbook 14 looked like an option. The hardware is actually better than Macbook Air since Zenbook 14 has U series quad-core processor instead of dual-core Y-series processors used in latest gen Macbook Air. I have been using a Y-series dual-core Dell Latitude E7370 Ultrabook and I can tell that the quad-core U-series CPU is noticeably faster. However U-series CPUs require better cooling. My Dell E7370 does not even have a cooling fan and about 1/2 lbs lighter. I think the interesting LCD hinge design of Zenbook 14 actually helps with cooling (more than ergonomics as advertised) by elevating the air intake grill at the bottom for better air flow. When the processor is has work load, I can hear the fans of Zenbook 14. Screen is a very high quality LCD panel, it has accurate colors, good contrast, and brightness. The body looks very much like metal (although I think it is plastic) and there is no excessive flex; construction quality is strong and materials feel high quality. The installed Windows 10 came with McAfee security software which I have uninstalled at once together with some other minor unnecessary software like ASUS application store, LinkedIn, and a couple of games. I have reverted back to default Microsoft security software and I did not feel the need to reinstall Windows.  I have updated the Intel graphics, WiFi, and Bluetooth software to the latest versions directly from Intel as well (installing graphics driver required uninstallation of the original). WiFi performance (Intel AC 9560) is pretty good with our TPLink A7 router. The SSD is an OEM Western Digital unit and performs great. Keyboard is backlit with three lighting levels plus it can be turned off. Actually, keyboard backlight was initially off and I had to figure out that the F7 key was controlling it. Oh and the sound! Zenbook 14 has a very good sound system. If there is nobody to disturb around, one can simply enjoy the music/video without the headphones.  The battery life looks decent; it can easily last two full movies on battery or typing a document all day. The keyboard has good feeling with decent travel distance while typing. I would still prefer my Latitude 7370 but ... anyway. The trackpad has good sensitivity and response as well. Overall, I think 5 stars rating is well deserved. My wife is happy; not looking back at her old Macbook Air. I would have given 6 stars if the price was $100 lower.",5.0,"May 6, 2019"
"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L",B07RF1XD36,ASIN,4.4,"Acer Aspire 5 A515-43-R19L comes with these high level specs: AMD Ryzen 3 3200U Dual-Core Processor 2.6GHz with Precision Boost up to 3.5GHz (Up to 4MB L3 Cache), Windows 10 in S mode, 15.6"" Full HD (1920 x 1080) widescreen LED-backlit IPS Display, AMD Radeon Vega 3 Mobile Graphics, 4GB DDR4 Memory, 128GB PCIe NVMe SSD, True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified.Voice Technology with Two Built-in Microphones, 802.11ac WiFi featuring 2x2 MIMO technology (Dual-Band 2.4GHz and 5GHz), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), Bluetooth 4.0, Back-lit Keyboard, HD Webcam (1280 x 720), 1 - USB 3.1 Gen 1 Port, 2 - USB 2.0 Ports, 1 - HDMI Port with HDCP support, Lithium-Ion Battery, Up to 7.5-hours Battery Life, 3.97 lbs. | 1.8 kg (system unit only) (NX.HG8AA.001)
				    	
			    	",Sidd Finch,"Got this on sale for $270, which is an absolute steal. Even still, the full price (~$330) is a bargain, too.",5.0,"July 18, 2019"
"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6-Inch HD (1366 x 768) IPS Display, MediaTek MT8173C Processor, 4GB LPDDR3, 64 GB eMMC, Chrome OS, 81HY0000US, Blizzard White",B07GM2J11Q,ASIN,4.3,"Faster, simpler, and more secure, the Lenovo Chromebook C330 brings the latest Chromebook features to you in a sleek, stylish, and durable Blizzard White convertible design. With its seamless Integration with all your Google accounts, this notebook is built for collaboration – among family, in the classroom, or at the office. Offering the latest multimedia in high-definition, this convertible Chromebook features a 10-point touchscreen IPS display for easy viewing in tent, tablet, stand, or laptop mode. You'll enjoy the latest streaming show anywhere you want to watch. Never slowing down and always up to date, The Lenovo Chromebook C330 offers the latest in digital security while delivering perfect day-to-day performance. Virus protection is built in, and your computer will update about every six weeks, when you have an internet connection. You'll get the latest operating system updates automatically, so there's no need to worry about keeping your software up to date. Part laptop and part tablet, This Lenovo Chromebook is perfect for a straight-forward PC to use at home, college students looking for a quick and lightweight solution for taking notes and streaming videos, or the busy on-the-go professional who needs access to all of those shared documents. What's more, you can enjoy the best Google has to offer, standard on your Chromebook, with access to a variety of Google play store apps. The Chromebook C330 delivers powerful processing with integrated graphics, em storage, and DDR3 memory – all with up to 10 hours of battery life. At only 2. 64 lbs. , It won't weigh you down.
				    	
			    	",Two kids mom,"I am a big fan of Chromebooks. They update themselves, can now run at least some Google apps.  They are portable, cheap enough to haul where ever you go and fit one both airplane trays and the teeny desks they give students at college.  This one is a good value at the price for everyday use as long as you are not a demanding gamer.",5.0,"December 2, 2018"
"LG gram Thin & Light Laptop - 15.6"" FHD IPS Touch, 8th Gen Core i7, 16GB RAM, 1TB (2x500GB SSD), 2.5lbs, Up to 16.5 hrs, Thunderbolt 3, Finger Print Reader, Windows 10 Home - 15Z980-R.AAS9U1 (2018)",B077YSVKQK,ASIN,4.3,"The 2018 flagship LG gram arrives with an impressive 15.6"" 1080p IPS touch screen display and up to 16.5 hours of battery life, in a laptop that weighs less than 2.5 pounds. Enjoy premium performance, with Windows Home 10, multiple inputs including Thunderbolt 3, USB 3.0 Type-C, a 1TB hard drive all housed in a durable (MIL-STD 810G military standard) metal alloy construction. Mobile Mark 2014 standard (Mobile Mark is a trademark of the Business Applications Performance Corporation). Performance level is utilized for comparison purposes only, and does not necessarily reflect the battery life that will be achieved. Actual battery life will vary from specifications depending on model, setup configuration, applications used, features utilized and power management settings.
				    	
			    	",Bernd Friedmann,"Hello,",3.0,"November 27, 2018"
"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14” Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",B07P4QM4XS,ASIN,4.0,"Creativity. Style. Innovation. These are the qualities that define the elegant new ZenBook 14. Everything in this super-compact masterpiece is designed to give you the freedom to discover your creative vision, including the stunning slim-bezel NanoEdge display with its 86% screen-to-body ratio. You'll appreciate not only the tremendous power within and the thoughtful attention to detail — such as the exclusive ErgoLift hinge— but also the timeless beauty of the design, with its sophisticated utopia Blue finish enhanced by the stylish silver trim panel. Zenbook 14 Meets the ultra-demanding MIL-STD-810G military standard for reliability and durability, undergoing a punishing test regime that includes extended tests for operation in harsh environments including extreme altitudes, temperatures and humidity. To create the astounding quad-speaker sound System in zenbook 14, The ASUS Golden ear team worked with renowned home and automotive audio experts harmon Kardon. Two bass speakers and two high-frequency speakers deliver smooth, clear and powerful full-range sound, while Smart amplifier technology prevents distortion And speaker damage at high volumes. Together with ASUS SonicMaster technology — a combination of hardware and software fine-tuning — The results are truly astonishing.",Orkhan,"I ordered this notebook in March, after delivery fond that notebook has not numberpad. It has only a fingerprint scanner.",4.0,"March 25, 2019"
"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14” Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",B07P4QM4XS,ASIN,4.0,"Creativity. Style. Innovation. These are the qualities that define the elegant new ZenBook 14. Everything in this super-compact masterpiece is designed to give you the freedom to discover your creative vision, including the stunning slim-bezel NanoEdge display with its 86% screen-to-body ratio. You'll appreciate not only the tremendous power within and the thoughtful attention to detail — such as the exclusive ErgoLift hinge— but also the timeless beauty of the design, with its sophisticated utopia Blue finish enhanced by the stylish silver trim panel. Zenbook 14 Meets the ultra-demanding MIL-STD-810G military standard for reliability and durability, undergoing a punishing test regime that includes extended tests for operation in harsh environments including extreme altitudes, temperatures and humidity. To create the astounding quad-speaker sound System in zenbook 14, The ASUS Golden ear team worked with renowned home and automotive audio experts harmon Kardon. Two bass speakers and two high-frequency speakers deliver smooth, clear and powerful full-range sound, while Smart amplifier technology prevents distortion And speaker damage at high volumes. Together with ASUS SonicMaster technology — a combination of hardware and software fine-tuning — The results are truly astonishing.",Jason,EDIT:,3.0,"April 4, 2019"
"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L",B07RF1XD36,ASIN,4.4,"Acer Aspire 5 A515-43-R19L comes with these high level specs: AMD Ryzen 3 3200U Dual-Core Processor 2.6GHz with Precision Boost up to 3.5GHz (Up to 4MB L3 Cache), Windows 10 in S mode, 15.6"" Full HD (1920 x 1080) widescreen LED-backlit IPS Display, AMD Radeon Vega 3 Mobile Graphics, 4GB DDR4 Memory, 128GB PCIe NVMe SSD, True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified.Voice Technology with Two Built-in Microphones, 802.11ac WiFi featuring 2x2 MIMO technology (Dual-Band 2.4GHz and 5GHz), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), Bluetooth 4.0, Back-lit Keyboard, HD Webcam (1280 x 720), 1 - USB 3.1 Gen 1 Port, 2 - USB 2.0 Ports, 1 - HDMI Port with HDCP support, Lithium-Ion Battery, Up to 7.5-hours Battery Life, 3.97 lbs. | 1.8 kg (system unit only) (NX.HG8AA.001)
				    	
			    	",vikingpiper,BUYER BE AWARE: This computer has Microsoft 10S. This is scam software by Microsoft to force you to use only Microsoft apps from their deserted island wasteland of an app store. The computer will not allow you to do anything else. You can upgrade to a full version of Microsoft 10... for another $134. Hard pass. STAY AWAY from ALL computers with Microsoft 10S!! Absolute garbage software.,1.0,"August 7, 2019"
"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6-Inch HD (1366 x 768) IPS Display, MediaTek MT8173C Processor, 4GB LPDDR3, 64 GB eMMC, Chrome OS, 81HY0000US, Blizzard White",B07GM2J11Q,ASIN,4.3,"Faster, simpler, and more secure, the Lenovo Chromebook C330 brings the latest Chromebook features to you in a sleek, stylish, and durable Blizzard White convertible design. With its seamless Integration with all your Google accounts, this notebook is built for collaboration – among family, in the classroom, or at the office. Offering the latest multimedia in high-definition, this convertible Chromebook features a 10-point touchscreen IPS display for easy viewing in tent, tablet, stand, or laptop mode. You'll enjoy the latest streaming show anywhere you want to watch. Never slowing down and always up to date, The Lenovo Chromebook C330 offers the latest in digital security while delivering perfect day-to-day performance. Virus protection is built in, and your computer will update about every six weeks, when you have an internet connection. You'll get the latest operating system updates automatically, so there's no need to worry about keeping your software up to date. Part laptop and part tablet, This Lenovo Chromebook is perfect for a straight-forward PC to use at home, college students looking for a quick and lightweight solution for taking notes and streaming videos, or the busy on-the-go professional who needs access to all of those shared documents. What's more, you can enjoy the best Google has to offer, standard on your Chromebook, with access to a variety of Google play store apps. The Chromebook C330 delivers powerful processing with integrated graphics, em storage, and DDR3 memory – all with up to 10 hours of battery life. At only 2. 64 lbs. , It won't weigh you down.
				    	
			    	",Heatherrene,"Absolutely love this laptop. I purchased this for my 8 yr old daughter. She loves Roblox and other games and is able to download them and play on it. Size is not too big, easy to use, and I bought the colored case and keyboard cover and it's super cute. Excellent for the price point.",5.0,"February 19, 2019"
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 128GB) - Platinum",B07HZK3SLP,ASIN,4.5,"Clean, elegant design - thin and light, starting at just 2.76 pounds, Surface Laptop 2 fits easily in your bag..Choose from rich tone-on-tone color combinations: Platinum, Burgundy, and Cobalt Blue..Improved speed and performance to do what you want, with the latest 8th Generation Intel Core processor..All-day battery life, with up to 14.5 hours of video playback. Vibrant 13.5"" PixelSense Display with interactive touchscreen and razor-sharp resolution..The Windows you know - comes with Windows 10 Home..
				    	
			    	",gozomonster,"No, I wasn't let down by the laptop itself. Rather, I didn't even have the chance to be let down.",1.0,"December 14, 2018"
"LG gram Thin & Light Laptop - 15.6"" FHD IPS Touch, 8th Gen Core i7, 16GB RAM, 1TB (2x500GB SSD), 2.5lbs, Up to 16.5 hrs, Thunderbolt 3, Finger Print Reader, Windows 10 Home - 15Z980-R.AAS9U1 (2018)",B077YSVKQK,ASIN,4.3,"The 2018 flagship LG gram arrives with an impressive 15.6"" 1080p IPS touch screen display and up to 16.5 hours of battery life, in a laptop that weighs less than 2.5 pounds. Enjoy premium performance, with Windows Home 10, multiple inputs including Thunderbolt 3, USB 3.0 Type-C, a 1TB hard drive all housed in a durable (MIL-STD 810G military standard) metal alloy construction. Mobile Mark 2014 standard (Mobile Mark is a trademark of the Business Applications Performance Corporation). Performance level is utilized for comparison purposes only, and does not necessarily reflect the battery life that will be achieved. Actual battery life will vary from specifications depending on model, setup configuration, applications used, features utilized and power management settings.
				    	
			    	",Daniel J. Squillace,"My wife had pretty exacting requirements for a new laptop and this LG gram met them all.  She loves the screen, performance, and light weight.  The fact it irks with a docking station was also very important to her.  This machine is used for business applications in our volunteer activities.  O gaming or intensive graphics.",5.0,"September 4, 2018"
"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14” Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",B07P4QM4XS,ASIN,4.0,"Creativity. Style. Innovation. These are the qualities that define the elegant new ZenBook 14. Everything in this super-compact masterpiece is designed to give you the freedom to discover your creative vision, including the stunning slim-bezel NanoEdge display with its 86% screen-to-body ratio. You'll appreciate not only the tremendous power within and the thoughtful attention to detail — such as the exclusive ErgoLift hinge— but also the timeless beauty of the design, with its sophisticated utopia Blue finish enhanced by the stylish silver trim panel. Zenbook 14 Meets the ultra-demanding MIL-STD-810G military standard for reliability and durability, undergoing a punishing test regime that includes extended tests for operation in harsh environments including extreme altitudes, temperatures and humidity. To create the astounding quad-speaker sound System in zenbook 14, The ASUS Golden ear team worked with renowned home and automotive audio experts harmon Kardon. Two bass speakers and two high-frequency speakers deliver smooth, clear and powerful full-range sound, while Smart amplifier technology prevents distortion And speaker damage at high volumes. Together with ASUS SonicMaster technology — a combination of hardware and software fine-tuning — The results are truly astonishing.",LOG,"I bought this laptop because it seems to pack a lot of bang for the buck as far as processing power as replacement for a 10 year old macbook. I wanted a laptop that could handle the smaller data processing jobs before transferring to a larger computer. But I also use it for fun like listening to music, streaming videos, and light gaming.",5.0,"May 27, 2019"
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 128GB) - Platinum",B07HZK3SLP,ASIN,4.5,"Clean, elegant design - thin and light, starting at just 2.76 pounds, Surface Laptop 2 fits easily in your bag..Choose from rich tone-on-tone color combinations: Platinum, Burgundy, and Cobalt Blue..Improved speed and performance to do what you want, with the latest 8th Generation Intel Core processor..All-day battery life, with up to 14.5 hours of video playback. Vibrant 13.5"" PixelSense Display with interactive touchscreen and razor-sharp resolution..The Windows you know - comes with Windows 10 Home..
				    	
			    	",Amazon Customer,"I waited for a month doing extensive research before jumping on to buying a new laptop! I do Photo Editing, Graphics Design, Coding, and Music. Software used are mostly all Adobe, Ableton Live and Heavy coding with a lot of npm installation. Well, after thorough research, It came down to Speed, Compact, Comfort, Ease of Use in terms of what I was looking at.  This new Laptop 2 check all of it including elegant and luxury design and buying this was the best decision ever made on a laptop purchase. The keyboard is so comfortable as to a level of taking my typing speed up a few notches, very clean and loudspeaker, sleek design, super slim, amazing screen and the touchscreen makes a huge difference when it comes to designing, navigating or using any kind of creative software, the craftsmanship on a laptop like never seen before and not to mention Matte Black is pure sexy! Yes, I bought Matte Black which I couldn't find on Amazon so leaving a review here as the specs are the same.﻿ To anyone wondering, I installed Adobe Illustrator, Photoshop, Rush, Xd, Lightroom and used all of them. Did some run on regular use cases including designing, editing, saving and exporting and run blazingly fast in all of the apps.  I still can't believe this is packed with this much speed in such a slim design just next level !! Highly Recommend!",5.0,"October 17, 2018"
"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14” Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",B07P4QM4XS,ASIN,4.0,"Creativity. Style. Innovation. These are the qualities that define the elegant new ZenBook 14. Everything in this super-compact masterpiece is designed to give you the freedom to discover your creative vision, including the stunning slim-bezel NanoEdge display with its 86% screen-to-body ratio. You'll appreciate not only the tremendous power within and the thoughtful attention to detail — such as the exclusive ErgoLift hinge— but also the timeless beauty of the design, with its sophisticated utopia Blue finish enhanced by the stylish silver trim panel. Zenbook 14 Meets the ultra-demanding MIL-STD-810G military standard for reliability and durability, undergoing a punishing test regime that includes extended tests for operation in harsh environments including extreme altitudes, temperatures and humidity. To create the astounding quad-speaker sound System in zenbook 14, The ASUS Golden ear team worked with renowned home and automotive audio experts harmon Kardon. Two bass speakers and two high-frequency speakers deliver smooth, clear and powerful full-range sound, while Smart amplifier technology prevents distortion And speaker damage at high volumes. Together with ASUS SonicMaster technology — a combination of hardware and software fine-tuning — The results are truly astonishing.",Jon Craig,"I use my laptop every day for a variety of tasks - email, document creation (Word, Excel and pdf), online research, on line research, banking, and shopping, and streaming music, videos, and podcasts.  I upgraded from an older Zenbook, which now houses my ""archive.""",5.0,"March 28, 2019"
"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14” Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",B07P4QM4XS,ASIN,4.0,"Creativity. Style. Innovation. These are the qualities that define the elegant new ZenBook 14. Everything in this super-compact masterpiece is designed to give you the freedom to discover your creative vision, including the stunning slim-bezel NanoEdge display with its 86% screen-to-body ratio. You'll appreciate not only the tremendous power within and the thoughtful attention to detail — such as the exclusive ErgoLift hinge— but also the timeless beauty of the design, with its sophisticated utopia Blue finish enhanced by the stylish silver trim panel. Zenbook 14 Meets the ultra-demanding MIL-STD-810G military standard for reliability and durability, undergoing a punishing test regime that includes extended tests for operation in harsh environments including extreme altitudes, temperatures and humidity. To create the astounding quad-speaker sound System in zenbook 14, The ASUS Golden ear team worked with renowned home and automotive audio experts harmon Kardon. Two bass speakers and two high-frequency speakers deliver smooth, clear and powerful full-range sound, while Smart amplifier technology prevents distortion And speaker damage at high volumes. Together with ASUS SonicMaster technology — a combination of hardware and software fine-tuning — The results are truly astonishing.",RD,"I gambled and bought this to run Linux. To get Linux running smoothly required solving one major hurdle related to the graphics system (you can do a search on Ubuntu launchpad for UX431 to see how I finally solved that), plus a few other minor hurdles. Now it is running Linux smoothly: graphics works, and is fast, sound is excellent (minor tweak to fix a problem where the volume adjustment range is extremely compressed to the low end), Bluetooth works, camera works, WiFi is fast and works out of the box with Ubuntu 18.04. I bought a USB C to Ethernet adapter (Uni, $19) and that worked without hassle too. I haven't tried the fingerprint scanner.",5.0,"March 28, 2019"
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 128GB) - Platinum",B07HZK3SLP,ASIN,4.5,"Clean, elegant design - thin and light, starting at just 2.76 pounds, Surface Laptop 2 fits easily in your bag..Choose from rich tone-on-tone color combinations: Platinum, Burgundy, and Cobalt Blue..Improved speed and performance to do what you want, with the latest 8th Generation Intel Core processor..All-day battery life, with up to 14.5 hours of video playback. Vibrant 13.5"" PixelSense Display with interactive touchscreen and razor-sharp resolution..The Windows you know - comes with Windows 10 Home..
				    	
			    	",David,"The Surface Laptop 2 is one of the best laptops I’ve seen on the market. Spec wise it’s a higher end laptop similar to the MacBook Pro lineups, but beyond that the Surface seemed like the better buy for a couple of reasons.",5.0,"December 25, 2018"
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 128GB) - Platinum",B07HZK3SLP,ASIN,4.5,"Clean, elegant design - thin and light, starting at just 2.76 pounds, Surface Laptop 2 fits easily in your bag..Choose from rich tone-on-tone color combinations: Platinum, Burgundy, and Cobalt Blue..Improved speed and performance to do what you want, with the latest 8th Generation Intel Core processor..All-day battery life, with up to 14.5 hours of video playback. Vibrant 13.5"" PixelSense Display with interactive touchscreen and razor-sharp resolution..The Windows you know - comes with Windows 10 Home..
				    	
			    	",Surfpipe,"I've been purchasing the Surface Laptops for my company and they always came with Windows 10 Pro S, which I easily converted to regular Windows 10 Pro.  Unfortunately I missed the part that says these come with Windows 10 HOME S.  Now I have to purchase the upgrade.  I feel like it's a ""Gotcha sucka"" moment.  Typical Microsoft.  Ugh....",2.0,"December 17, 2018"
"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14” Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",B07P4QM4XS,ASIN,4.0,"Creativity. Style. Innovation. These are the qualities that define the elegant new ZenBook 14. Everything in this super-compact masterpiece is designed to give you the freedom to discover your creative vision, including the stunning slim-bezel NanoEdge display with its 86% screen-to-body ratio. You'll appreciate not only the tremendous power within and the thoughtful attention to detail — such as the exclusive ErgoLift hinge— but also the timeless beauty of the design, with its sophisticated utopia Blue finish enhanced by the stylish silver trim panel. Zenbook 14 Meets the ultra-demanding MIL-STD-810G military standard for reliability and durability, undergoing a punishing test regime that includes extended tests for operation in harsh environments including extreme altitudes, temperatures and humidity. To create the astounding quad-speaker sound System in zenbook 14, The ASUS Golden ear team worked with renowned home and automotive audio experts harmon Kardon. Two bass speakers and two high-frequency speakers deliver smooth, clear and powerful full-range sound, while Smart amplifier technology prevents distortion And speaker damage at high volumes. Together with ASUS SonicMaster technology — a combination of hardware and software fine-tuning — The results are truly astonishing.",Jk8134,"There is no number pad.  Yes, it is included in the product description.  The description is wrong.  I am not an expert on all things ASUS; this is only my second Asus Zenbook.  From what I can determine, if you have the fingerprint reader there is no number pad.  Overall, this new Zenbook is fast.  The connectivity is excellent.  And it is significantly more durable than older models.",5.0,"April 11, 2019"
"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14” Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",B07P4QM4XS,ASIN,4.0,"Creativity. Style. Innovation. These are the qualities that define the elegant new ZenBook 14. Everything in this super-compact masterpiece is designed to give you the freedom to discover your creative vision, including the stunning slim-bezel NanoEdge display with its 86% screen-to-body ratio. You'll appreciate not only the tremendous power within and the thoughtful attention to detail — such as the exclusive ErgoLift hinge— but also the timeless beauty of the design, with its sophisticated utopia Blue finish enhanced by the stylish silver trim panel. Zenbook 14 Meets the ultra-demanding MIL-STD-810G military standard for reliability and durability, undergoing a punishing test regime that includes extended tests for operation in harsh environments including extreme altitudes, temperatures and humidity. To create the astounding quad-speaker sound System in zenbook 14, The ASUS Golden ear team worked with renowned home and automotive audio experts harmon Kardon. Two bass speakers and two high-frequency speakers deliver smooth, clear and powerful full-range sound, while Smart amplifier technology prevents distortion And speaker damage at high volumes. Together with ASUS SonicMaster technology — a combination of hardware and software fine-tuning — The results are truly astonishing.",Ashley McGowan,"I was hesitant to buy this with so few reviews, but this is a great laptop for a price. It's lightweight, fast & the graphics are good quality. It doesn't get overly hot or loud, even playing games.",5.0,"May 7, 2019"
"Acer Aspire 5 Slim Laptop, 15.6 Inches FHD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB SSD, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",B07RF2123Z,ASIN,4.3,"Acer Aspire 5 A515-54-51DJ comes with these high level specs: 8th Generation Intel Core i5-8265U Processor 1.6GHz with Turbo Boost Technology up to 3.9GHz (6MB Smart cache), Windows 10 Home, 15.6 Inches Full HD (1920 x 1080) widescreen LED-backlit IPS Display, Intel UHD Graphics 620, 8GB DDR4 Memory, 256GB PCIe NVMe SSD, True Harmony Technology, Two Built-in Stereo Speakers, Acer Purified.Voice Technology with Two Built-in Microphones, 802.11ac WiFi featuring 2x2 MU-MIMO technology (Dual-Band 2.4GHz and 5GHz), 10/100/1000 Gigabit Ethernet LAN (RJ-45 port), Bluetooth 4.2, Back-lit Keyboard, Acer Fingerprint Reader supporting Windows Hello, HD Webcam (1280 x 720), 1 - USB 3.1 (Type-C) port (Gen 1 up to 5 Gbps), 2 - USB 3.1 Gen 1 Port (one with Power-off Charging), 1 - USB 2.0 Port, 1 - HDMI Port with HDCP support, Lithium-Ion Battery, Up to 9.5-hours Battery Life, 3.97 lbs. | 1.8 kg (system unit only) (NX.HG5AA.001)
				    	
			    	",Dave and Kym,Bought this unit as a budget replacement for my fairly high-powered Dell desktop which was lost during flooding. I wasn't expecting much from a $500 laptop but just needed something to get me reconnected.,5.0,"July 13, 2019"
